zip,state_abbr,state,congressional_district,representative_name,party,bioguide_id,lookup_status,active_on,source_zip_district,source_member
35133,AL,Alabama,3,Mike Rogers,Republican,R000575,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35133,AL,Alabama,4,Robert B. Aderholt,Republican,A000055,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35135,AL,Alabama,3,Mike Rogers,Republican,R000575,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35136,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35143,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35146,AL,Alabama,3,Mike Rogers,Republican,R000575,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35146,AL,Alabama,4,Robert B. Aderholt,Republican,A000055,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35146,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35147,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35148,AL,Alabama,4,Robert B. Aderholt,Republican,A000055,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35148,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35148,AL,Alabama,7,Terri A. Sewell,Democrat,S001185,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35149,AL,Alabama,3,Mike Rogers,Republican,R000575,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35150,AL,Alabama,3,Mike Rogers,Republican,R000575,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35150,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35151,AL,Alabama,3,Mike Rogers,Republican,R000575,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35151,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35160,AL,Alabama,3,Mike Rogers,Republican,R000575,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35171,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35172,AL,Alabama,4,Robert B. Aderholt,Republican,A000055,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35172,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35173,AL,Alabama,3,Mike Rogers,Republican,R000575,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35173,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35173,AL,Alabama,7,Terri A. Sewell,Democrat,S001185,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35175,AL,Alabama,4,Robert B. Aderholt,Republican,A000055,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35175,AL,Alabama,5,Dale W. Strong,Republican,S001220,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35176,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35178,AL,Alabama,3,Mike Rogers,Republican,R000575,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35178,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35179,AL,Alabama,4,Robert B. Aderholt,Republican,A000055,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35179,AL,Alabama,5,Dale W. Strong,Republican,S001220,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35180,AL,Alabama,4,Robert B. Aderholt,Republican,A000055,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35180,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35180,AL,Alabama,7,Terri A. Sewell,Democrat,S001185,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35181,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35181,AL,Alabama,7,Terri A. Sewell,Democrat,S001185,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35183,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35184,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35184,AL,Alabama,7,Terri A. Sewell,Democrat,S001185,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35185,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35186,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35188,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35188,AL,Alabama,7,Terri A. Sewell,Democrat,S001185,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35203,AL,Alabama,7,Terri A. Sewell,Democrat,S001185,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35204,AL,Alabama,7,Terri A. Sewell,Democrat,S001185,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35205,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35205,AL,Alabama,7,Terri A. Sewell,Democrat,S001185,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35206,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35206,AL,Alabama,7,Terri A. Sewell,Democrat,S001185,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35207,AL,Alabama,7,Terri A. Sewell,Democrat,S001185,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35208,AL,Alabama,7,Terri A. Sewell,Democrat,S001185,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35209,AL,Alabama,6,Gary J. Palmer,Republican,P000609,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
35209,AL,Alabama,7,Terri A. Sewell,Democrat,S001185,matched_district_member,2026-05-26,https://raw.githubusercontent.com/OpenSourceActivismTech/us-zipcodes-congress/master/zccd.csv,https://raw.githubusercontent.com/unitedstates/congress-legislators/main/legislators-current.yaml
